liam_0073|दोनों मिलकर तय करते हैं ग्रेस बाहर ब्रायन को भटकाएगी और बेन गुफा में|दोनों मिलकर तय करते हैं ग्रेस बाहर ब्रायन को भटकाएगी और बेन गुफा में
liam_0074|छुपकर हमला करेगा। लेकिन जैसे ही ब्रायन गुफा के|छुपकर हमला करेगा। लेकिन जैसे ही ब्रायन गुफा के
liam_0075|पास आता है, ग्रेस गलती से बेन की|पास आता है, ग्रेस गलती से बेन की
liam_0076|जगह बता देती है। ब्रायन बंदूक लेकर|जगह बता देती है। ब्रायन बंदूक लेकर
liam_0077|गुफा में घुसता है। बेन जमीन से एक पत्थर उठाकर शोर करता है, जिससे ब्रायन पहली गोली बेकार चला|गुफा में घुसता है। बेन जमीन से एक पत्थर उठाकर शोर करता है, जिससे ब्रायन पहली गोली बेकार चला
liam_0078|देता है। फिर बेन उस पर कूद पड़ता है, लेकिन वह कमजोर होता है और ब्रायन उसे फिर से मारने की|देता है। फिर बेन उस पर कूद पड़ता है, लेकिन वह कमजोर होता है और ब्रायन उसे फिर से मारने की
liam_0079|कोशिश करता है। तभी बेन रेत से एक रिंच निकलता है और उससे ब्रायन को|कोशिश करता है। तभी बेन रेत से एक रिंच निकलता है और उससे ब्रायन को
liam_0080|बेहोश कर देता है। जब ब्रायन होश में आता है तो खुद को|बेहोश कर देता है। जब ब्रायन होश में आता है तो खुद को
liam_0081|एक गहरे गड्ढे में पाता है। बेन उसे वहीं छोड़ देता है|एक गहरे गड्ढे में पाता है। बेन उसे वहीं छोड़ देता है
liam_0082|ताकि वह अपने किए पर पछताए। लेकिन ब्रायन तो|ताकि वह अपने किए पर पछताए। लेकिन ब्रायन तो
liam_0083|अपनी हरकतों से बाज नहीं आता। उल्टा धमकी देता है कि वह बाहर आया|अपनी हरकतों से बाज नहीं आता। उल्टा धमकी देता है कि वह बाहर आया
liam_0084|तो सबका हाल बुरा करेगा। बेन समझ जाता है|तो सबका हाल बुरा करेगा। बेन समझ जाता है
liam_0085|कि ब्रायन अब भी खतरा है। रात को अचानक|कि ब्रायन अब भी खतरा है। रात को अचानक
liam_0086|जोर की बारिश शुरू हो जाती है। पानी|जोर की बारिश शुरू हो जाती है। पानी
liam_0087|लगातार गड्ढे में भरने लगता है। जब सबको ब्रायन की याद|लगातार गड्ढे में भरने लगता है। जब सबको ब्रायन की याद
liam_0088|आती है और वे देखने आते हैं, तब तक वह गड्ढा पूरी तरह पानी से भर|आती है और वे देखने आते हैं, तब तक वह गड्ढा पूरी तरह पानी से भर
liam_0089|चुका होता है और ब्रायन गायब था। सब|चुका होता है और ब्रायन गायब था। सब
liam_0090|समझ जाते हैं कि वह मरा नहीं है। वह कहीं आसपास|समझ जाते हैं कि वह मरा नहीं है। वह कहीं आसपास
liam_0091|छिपा हुआ है, एक टाइम बम की तरह।|छिपा हुआ है, एक टाइम बम की तरह।
liam_0092|तभी अचानक एक हेलीकॉप्टर वहां उतरता है। बेन और ग्रेस|तभी अचानक एक हेलीकॉप्टर वहां उतरता है। बेन और ग्रेस
liam_0093|उसे देखकर खुशी से चिल्लाने लगते हैं। हेलीकॉप्टर वाले|उसे देखकर खुशी से चिल्लाने लगते हैं। हेलीकॉप्टर वाले
liam_0094|उन्हें देख लेते हैं और बचा लेते हैं। वे ब्रायन को भी बुलाते|उन्हें देख लेते हैं और बचा लेते हैं। वे ब्रायन को भी बुलाते
liam_0095|हैं, लेकिन ब्रायन दूर से सब देखता रहता है। उसे पता था कि उसने जो|हैं, लेकिन ब्रायन दूर से सब देखता रहता है। उसे पता था कि उसने जो
liam_0096|कुछ किया है, उसके बाद उसका लौटना ठीक नहीं होगा। आखिरकार बेन और ग्रेस हेलीकॉप्टर में बैठकर वहां से चले जाते हैं और|कुछ किया है, उसके बाद उसका लौटना ठीक नहीं होगा। आखिरकार बेन और ग्रेस हेलीकॉप्टर में बैठकर वहां से चले जाते हैं और
liam_0097|ब्रायन फिर से रेत में छिप|ब्रायन फिर से रेत में छिप
liam_0098|जाता है। शायद किसी और मौके के|जाता है। शायद किसी और मौके के
liam_0099|इंतजार में। यह है एक विशाल नरभक्षी मछली जो इस|इंतजार में। यह है एक विशाल नरभक्षी मछली जो इस
liam_0100|वक्त लड़की की दोनों टांगों के बीच पड़ी है। लड़की ने अपनी नाजुक|वक्त लड़की की दोनों टांगों के बीच पड़ी है। लड़की ने अपनी नाजुक
liam_0101|उंगलियों से उसकी पेट पर हल्का सा दबाया और|उंगलियों से उसकी पेट पर हल्का सा दबाया और
liam_0102|अगले ही पल कुछ लोगों की रूहें कांप गई। तीन मिनट पहले दो लड़कियां|अगले ही पल कुछ लोगों की रूहें कांप गई। तीन मिनट पहले दो लड़कियां
liam_0103|नदी किनारे पानी से खेल रही थीं। अचानक पानी के नीचे|नदी किनारे पानी से खेल रही थीं। अचानक पानी के नीचे
liam_0104|से एक विशाल पिरान्हा गुजरी। जो बस जरा सा और होता तो लड़की|से एक विशाल पिरान्हा गुजरी। जो बस जरा सा और होता तो लड़की
liam_0105|के पैरों को चबा डालती। लड़की ने पानी में हलचल देखी, तभी उस मछली ने घाट के लकड़ी के तख्तों|के पैरों को चबा डालती। लड़की ने पानी में हलचल देखी, तभी उस मछली ने घाट के लकड़ी के तख्तों
liam_0106|पर जोर से टक्कर|पर जोर से टक्कर
liam_0107|मारी। दोनों को कुछ गड़बड़ लगी और|मारी। दोनों को कुछ गड़बड़ लगी और
liam_0108|जैसे ही वे उठकर भागना चाही, मछली ने एकदम से तख्तों को तोड़ दिया और|जैसे ही वे उठकर भागना चाही, मछली ने एकदम से तख्तों को तोड़ दिया और
liam_0109|बड़ी बहन को सीधे पानी|बड़ी बहन को सीधे पानी
liam_0110|में गिरा दिया। भीड़|में गिरा दिया। भीड़
liam_0111|में भगदड़ मच गई। पिरान्हा झुंड में आई, लेकिन छोटे जानवर जैसी ताकत लगाकर बहन ने बड़ी बहन को ऊपर|में भगदड़ मच गई। पिरान्हा झुंड में आई, लेकिन छोटे जानवर जैसी ताकत लगाकर बहन ने बड़ी बहन को ऊपर
liam_0112|खींच लिया। बाल बाल बची, लेकिन|खींच लिया। बाल बाल बची, लेकिन
liam_0113|तब असली हादसा हुआ।|तब असली हादसा हुआ।
liam_0114|लकड़ी का पुल टूट गया। लड़की के पैर|लकड़ी का पुल टूट गया। लड़की के पैर
liam_0115|तख्तों के बीच में फंस गए। वह|तख्तों के बीच में फंस गए। वह
liam_0116|संतुलन बनाने की कोशिश कर रही थी। तभी एक और पिरान्हा|संतुलन बनाने की कोशिश कर रही थी। तभी एक और पिरान्हा
liam_0117|पानी से छलांग लगाकर उस पर झपटी। लड़की एक तैरते तख्ते पर कूद|पानी से छलांग लगाकर उस पर झपटी। लड़की एक तैरते तख्ते पर कूद
liam_0118|गई और हाथों से उसे खेने|गई और हाथों से उसे खेने
liam_0119|लगी। तभी मछली ने फिर से हमला किया।|लगी। तभी मछली ने फिर से हमला किया।
liam_0120|बाल बाल बची। छोटी बहन ने चिल्लाकर उसे|बाल बाल बची। छोटी बहन ने चिल्लाकर उसे
liam_0121|कूदने को कहा।लड़की ने डर|कूदने को कहा।लड़की ने डर
liam_0122|पर काबू पाकर छलांग लगाई। बच गई लेकिन मछलियां पीछे|पर काबू पाकर छलांग लगाई। बच गई लेकिन मछलियां पीछे
liam_0123|पड़ी थी। मछलियां बार बार तख्ते को|पड़ी थी। मछलियां बार बार तख्ते को
liam_0124|टक्कर मार रही थी और एक झटके में दोनों पानी में जा गिरी। धमाका इतना|टक्कर मार रही थी और एक झटके में दोनों पानी में जा गिरी। धमाका इतना
liam_0125|जबरदस्त था कि हजारों पिरान्हा झील में इकट्ठा हो गई।|जबरदस्त था कि हजारों पिरान्हा झील में इकट्ठा हो गई।
liam_0126|मानो किसी ने उन्हें खाने का ऑर्डर दे दिया हो। सौभाग्य|मानो किसी ने उन्हें खाने का ऑर्डर दे दिया हो। सौभाग्य
liam_0127|से छोटी बहन एक समय की तैराकी चैंपियन|से छोटी बहन एक समय की तैराकी चैंपियन
liam_0128|थी। उसने बड़ी बहन को किनारे तक खींच|थी। उसने बड़ी बहन को किनारे तक खींच
liam_0129|ही लिया। जैसे ही दोनों को लगा कि अब जान बच गई, तभी एक दरिंदा जैसी पिरान्हा|ही लिया। जैसे ही दोनों को लगा कि अब जान बच गई, तभी एक दरिंदा जैसी पिरान्हा
liam_0130|झील से बाहर छलांग मारकर छोटी बहन पर झपटी। लेकिन छोटी बहन ने बिना सोचे एक अस्सी किलो का पत्थर उठाया और उस|झील से बाहर छलांग मारकर छोटी बहन पर झपटी। लेकिन छोटी बहन ने बिना सोचे एक अस्सी किलो का पत्थर उठाया और उस
liam_0131|मछली पर लगातार सत्तासी बार वार किया। आखिरकार पिरान्हा को|मछली पर लगातार सत्तासी बार वार किया। आखिरकार पिरान्हा को
liam_0132|नर्क रवाना कर दिया। तभी उनके दोस्त|नर्क रवाना कर दिया। तभी उनके दोस्त
liam_0133|मौके पर पहुंचे। एक जिज्ञासाू लड़की ने मरी हुई मछली को हल्का|मौके पर पहुंचे। एक जिज्ञासाू लड़की ने मरी हुई मछली को हल्का
liam_0134|सा छू लिया। अगले ही पल मछली ने जोर|सा छू लिया। अगले ही पल मछली ने जोर
liam_0135|का झटका दिया। सभी की|का झटका दिया। सभी की
liam_0136|सांसें अटक गई। लेकिन कहानी यहीं|सांसें अटक गई। लेकिन कहानी यहीं
liam_0137|खत्म नहीं होती। रात में छोटी|खत्म नहीं होती। रात में छोटी
liam_0138|बहन की दोस्त काली रोमांच|बहन की दोस्त काली रोमांच
liam_0139|चाहती थी। उसने अपने बॉयफ्रेंड को कार के पाइप से बांध दिया और|चाहती थी। उसने अपने बॉयफ्रेंड को कार के पाइप से बांध दिया और
liam_0140|चाबी छिपा दी। तभी कार का हैंडब्रेक गलती|चाबी छिपा दी। तभी कार का हैंडब्रेक गलती
liam_0141|से खुल गया और कार सीधे झील|से खुल गया और कार सीधे झील
liam_0142|में जा गिरी। काली ने चाबी खोजनी चाही लेकिन तब तक कार|में जा गिरी। काली ने चाबी खोजनी चाही लेकिन तब तक कार
liam_0143|डूब रही थी। झील के अंदर रहस्यमय परछाइयां तैरने लगी। सुबह|डूब रही थी। झील के अंदर रहस्यमय परछाइयां तैरने लगी। सुबह
liam_0144|पुलिस ने कार निकाली लेकिन उसमें कोई नहीं था। काली|पुलिस ने कार निकाली लेकिन उसमें कोई नहीं था। काली
liam_0145|झील में दफन हो चुकी थी।|झील में दफन हो चुकी थी।
liam_0146|तब लोगों ने एक बूढ़े प्रोफेसर को बुलाया और उन्हें बताया कि यह पिरान्हा यहीं की नहीं लगती क्योंकि|तब लोगों ने एक बूढ़े प्रोफेसर को बुलाया और उन्हें बताया कि यह पिरान्हा यहीं की नहीं लगती क्योंकि
liam_0147|पिछली घटना जिस झील में हुई थी, वह|पिछली घटना जिस झील में हुई थी, वह
liam_0148|यहां से हजारों मील दूर थी।|यहां से हजारों मील दूर थी।
liam_0149|प्रोफेसर ने अनुमान लगाया कि यह मछलियां भूमिगत सुरंगों के जरिए यहां तक आ गई है। प्रोफेसर ने|प्रोफेसर ने अनुमान लगाया कि यह मछलियां भूमिगत सुरंगों के जरिए यहां तक आ गई है। प्रोफेसर ने
liam_0150|एक मछली को मछलीघर में रखा। बीच में|एक मछली को मछलीघर में रखा। बीच में
liam_0151|एक स्टील की प्लेट डाली और दूसरी तरफ एक मेंढक को छोड़ा। सब|एक स्टील की प्लेट डाली और दूसरी तरफ एक मेंढक को छोड़ा। सब
liam_0152|हंसने लगे। भला मछली स्टील को कैसे|हंसने लगे। भला मछली स्टील को कैसे
liam_0153|तोड़ेगी? लेकिन अगले ही पल मछली ने जोरदार टक्कर मारी और स्टील में छेद हो गया।|तोड़ेगी? लेकिन अगले ही पल मछली ने जोरदार टक्कर मारी और स्टील में छेद हो गया।
liam_0154|मेंढक को खतरा हुआ। तभी एक लड़के ने बहादुरी दिखाते हुए हाथ डालकर उसे बचा लिया। प्रोफेसर|मेंढक को खतरा हुआ। तभी एक लड़के ने बहादुरी दिखाते हुए हाथ डालकर उसे बचा लिया। प्रोफेसर
liam_0155|बोले, यह मछलियां वो नहीं है जो तुम सोचते|बोले, यह मछलियां वो नहीं है जो तुम सोचते
liam_0156|हो। यह है एक नई|हो। यह है एक नई
liam_0157|प्रजाति का आतंक। एक आदमी गलती से मंगल ग्रह|प्रजाति का आतंक। एक आदमी गलती से मंगल ग्रह
liam_0158|पर गिर जाता है और हैरानी की बात यह कि वह सीधे एक पानी के तालाब|पर गिर जाता है और हैरानी की बात यह कि वह सीधे एक पानी के तालाब
liam_0159|के पास जाकर गिरता है। वह खुशी से झूम उठता है और|के पास जाकर गिरता है। वह खुशी से झूम उठता है और
liam_0160|झटपट पानी पीने लगता है। फिर अपनी बोतल निकाल कर उसे|झटपट पानी पीने लगता है। फिर अपनी बोतल निकाल कर उसे
liam_0161|भरने की कोशिश करता है। तभी उसे पता चलता है कि उस पानी|भरने की कोशिश करता है। तभी उसे पता चलता है कि उस पानी
liam_0162|में अजीब से पौधे उग रहे हैं। उसका साथी छोटा बंदर बड़े चाव से|में अजीब से पौधे उग रहे हैं। उसका साथी छोटा बंदर बड़े चाव से
liam_0163|उन्हीं पौधों को खा रहा होता है। आदमी उसकी नकल करता है। पौधों की एक लड़ी|उन्हीं पौधों को खा रहा होता है। आदमी उसकी नकल करता है। पौधों की एक लड़ी
liam_0164|तोड़ता है। उसका छिलका हटाता है। अंदर का फल देखने में बिल्कुल सॉसेज जैसा लगता|तोड़ता है। उसका छिलका हटाता है। अंदर का फल देखने में बिल्कुल सॉसेज जैसा लगता
liam_0165|है और स्वाद भी वैसा ही होता है। खाने की स्थिरता बनाए रखने के लिए वह आदमी तालाब में उन पौधों की खेती करने लगता है|है और स्वाद भी वैसा ही होता है। खाने की स्थिरता बनाए रखने के लिए वह आदमी तालाब में उन पौधों की खेती करने लगता है
liam_0166|और खुद भी आराम से वहीं नहाने लगता है। रात|और खुद भी आराम से वहीं नहाने लगता है। रात
liam_0167|को वह सॉसेज से एक खिचड़ी|को वह सॉसेज से एक खिचड़ी
liam_0168|जैसा कुछ बनाता है, जो|जैसा कुछ बनाता है, जो
liam_0169|देखने में बिल्कुल अजीब लगता|देखने में बिल्कुल अजीब लगता
liam_0170|है और खाकर तो और भी अजीब। वह तुरंत बेहोश हो जाता है। जब उसकी|है और खाकर तो और भी अजीब। वह तुरंत बेहोश हो जाता है। जब उसकी
liam_0171|आंख खुलती है तो देखता है कोई शख्स पत्थर पर कुछ खटखटा रहा है। वह दौड़कर पत्थर हटाता|आंख खुलती है तो देखता है कोई शख्स पत्थर पर कुछ खटखटा रहा है। वह दौड़कर पत्थर हटाता
liam_0172|है तो पाता है कि वह उसका|है तो पाता है कि वह उसका
liam_0173|वही साथी है जो क्रैश के वक्त मर गया था। आदमी|वही साथी है जो क्रैश के वक्त मर गया था। आदमी
liam_0174|उससे लगातार बातें करता है, लेकिन वह लकड़ी के पुतले जैसा एकदम चुप रहता है। तभी उसके खुद के बनाए अलार्म की आवाज|उससे लगातार बातें करता है, लेकिन वह लकड़ी के पुतले जैसा एकदम चुप रहता है। तभी उसके खुद के बनाए अलार्म की आवाज
liam_0175|आती है और उसे समझ आता है कि यह सब उस अजीब खिचड़ी का नशा था। दूसरे दिन वह ऑक्सीजन|आती है और उसे समझ आता है कि यह सब उस अजीब खिचड़ी का नशा था। दूसरे दिन वह ऑक्सीजन
liam_0176|सिलिंडर और बंदर को लेकर मंगल ग्रह की|सिलिंडर और बंदर को लेकर मंगल ग्रह की
liam_0177|सभ्यता की खोज में निकलता है और उसे इंसानी|सभ्यता की खोज में निकलता है और उसे इंसानी
liam_0178|हाथ की हड्डी मिलती है, जिस पर|हाथ की हड्डी मिलती है, जिस पर
liam_0179|एक अजीब सा ब्रेसलेट बंधा होता है। क्या मंगल पर इंसानी सभ्यता थी?|एक अजीब सा ब्रेसलेट बंधा होता है। क्या मंगल पर इंसानी सभ्यता थी?
liam_0180|रात को उसकी स्पेसशिप की डिटेक्शन मशीन कुछ सिग्नल|रात को उसकी स्पेसशिप की डिटेक्शन मशीन कुछ सिग्नल
liam_0181|पकड़ती है। वह देखता है कि दूर एक यूएफओ घूम रहा|पकड़ती है। वह देखता है कि दूर एक यूएफओ घूम रहा
